V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,SC0_0,SC0_1,SC0_2,SC1_0,SC1_1,SC1_2,SC2_0,SC2_1,SC2_2,SC3_0,SC3_1,SC3_2,Pilot,Country,State,Cond,consent,ins2,PrimeIntro,HighPower,LowPower,VizTimer_1,VizTimer_2,VizTimer_3,VizTimer_4,HighPrompt,LowPrompt,Essay,WriteTimer_1,WriteTimer_2,WriteTimer_3,WriteTimer_4,AIinstrux,AI01energe,AI02moving,AI03nap,AI04workou,AI05rest,AI06work,AI07relax,WVStrust_1,WVStrust_2,WVStrust_3,WVStrust_4,WVStrust_5,WVStrust_6,TrustIntro,TrustGame_1,TrustResul,IRIintro,IRI01,IRI02,IRI03,IRI04,IRI05,IRI06,IRI07,RMEintro,RME01,RME02,RME03,RME04,RME05,RME06,RME07,RME08,RME09,RME10,subSES,usses,IMC,demo,gender,age,citizen,religion,ethnic2,ethnic2_TEXT,epo,youred,yyour,end,Debrief,Deb1,Deb2,Deb3,debrief,Q82,goforcode,errors,confusing,comments,LocationLatitude,LocationLongitude,LocationAccuracy,
R_cOB4pvlYqol1tBP,Live,Anonymous,,,96.39.192.252,0,2016-01-11 14:11:40,2016-01-11 14:21:06,1,32,4.5714285714286,0.78679579246944,30,4.2857142857143,0.48795003647427,9,1.5,0.54772255750517,8,0.8,0.42163702135578,,United States,WA,0,1,1,1,,1,0,0,60.012,0,,1,The event I am thinking of was when I was interviewing for a Law Enforcement job. There were three high ranking Officers asking me questions. I remember feeling nervous and a bit intimidated. It was tough knowing they could control the outcome of my interview. ,30.348,59.599000000000004,122.857,10,1,22,22,20,22,21,23,22,1,1,1,2,2,2,1,700,1,1,20,23,22,20,23,22,22,1,20,20,21,20,21,20,21,19,22,20,1,5,10,1,1,31,United States,none,3,,4,3,4,,1,I think this test was about how people feel about others and hoe they would treat them.,I don't think so.,none,1,1,,,,,46.418197631836,-118.90029907227,-1,
R_1NyR2i99mOrMpjY,Live,Anonymous,,,97.89.100.148,0,2016-01-11 14:03:24,2016-01-11 14:21:19,1,40,5.7142857142857,1.6035674514745,35,5,0,11,1.8333333333333,0.75277265270908,7,0.7,0.48304589153965,,United States,NC,0,1,1,1,,1,0,0,60.011,0,,1,"I was starting to develop new upholstery styles for the upcoming convention when the president of the company came in and told me that if my designs weren't successful I would have to find a new job. I was outraged as he had promoted me to vice-president just 6 months earlier and this was my first attempt at bringing new designs to the company. As it turned out several of my designs are still being sold by the company 17 years later, a testament to my innovative designs. ",5.868,283.773,286.043,4,1,24,21,19,22,19,24,19,1,2,1,3,2,2,1,1000,1,1,19,23,23,19,23,23,23,1,21,20,21,20,21,20,22,21,22,19,1,3,10,1,1,58,usa,Bhuddist,3,,7,4,5,,1,To gauge personality and how it relates to political biases. ,"Yes, maybe it made me remember to be fair when making decisions about other people.",not at this time,1,1,,,,,35.476104736328,-81.253997802734,-1,
R_u9pYQ5su2xFK3YZ,Live,Anonymous,,,108.210.1.194,0,2016-01-11 14:10:44,2016-01-11 14:21:54,1,21,3,1,32,4.5714285714286,0.53452248382485,10,1.6666666666667,0.51639777949432,5,0.5,0.52704627669473,,United States,GA,0,1,1,1,,1,0,0,60.015,0,,1,"I was sitting with the person, hugging. The person was larger than I am.  They told me they would not let me get up and go. They were somewhat teasing, but I felt extremely trapped and panicked.",6.238,6.238,47.725,1,1,22,21,24,20,24,22,22,1,1,2,2,2,2,1,500,1,1,19,23,22,19,23,22,22,1,20,22,21,21,21,20,20,19,22,20,1,4,10,1,2,41,USA,Christianity,3,,3,4,1,,1,To determine how feeling powerless effects your emotions.,"Yes.  I think it made me angry and took me back to when I felt a little helpless, so the answers I chose could have been from a meeker perspective.",No,1,1,,,,,33.863296508789,-84.498397827148,-1,
R_1hVW8owuE9hhfnl,Live,Anonymous,,,73.51.174.253,0,2016-01-11 14:12:30,2016-01-11 14:22:22,1,30,4.2857142857143,1.3801311186847,27,3.8571428571429,0.37796447300923,10,1.6666666666667,0.51639777949432,8,0.8,0.42163702135578,,United States,IL,1,1,1,1,1,,0,0,60.037,0,1,,"My dad gave me his credit card to buy Christmas presents for myself and my two sisters. I had the power to determine what gifts they got and how much to spend on each person. I felt good about it because I know my sisters well and I knew that I would be able to pick out gifts that they would enjoy I ended up buying them both almost everything they wanted, so they were both extremely happy. ",2.121,64.186,113.697,5,1,22,20,21,21,21,23,20,1,2,1,2,2,2,1,334,1,1,20,22,22,21,22,22,22,1,20,20,21,20,21,20,21,19,22,20,1,7,10,1,2,21,United States,Catholic,3,,6,3,2,,1,The purpose of this study was to find out how people's personal attitudes and feelings affected their perception of others,I'm not sure if it had any effect,I thought this study was really interesting! ,1,1,,,,,41.923202514648,-87.805702209473,-1,
R_31bfi8yLPeyKVuJ,Live,Anonymous,,,108.194.205.221,0,2016-01-11 13:43:02,2016-01-11 14:23:33,1,28,4,1.2909944487358,32,4.5714285714286,1.1338934190277,15,2.5,0.83666002653408,4,0.4,0.51639777949432,,United States,LA,1,1,1,1,1,,0,0,60.026,0,1,,"I was hired as a retail manager for a local chain of stores a few years ago. I had the pleasure of working with some really great people and a few that were not so great. The person that came to mind during the visualization was a girl about ten years younger than me. I always felt like she was very misunderstood. I loved working with her. Mostly because I felt like she looked to me for guidance, but also because I could tell she was not used to having people be very straight forward with her - and because my candid personality is not widely accepted- we got along great. She was like the little sister I never had. She was inquisitive and irritated me at times, but for the most part she was a great girl with a lot of potential. She did not have much self-confidence from what I could tell, but she seemed to relax and be herself more when I was the one managing the shift. Other managers complained about her work under the supervision of their shift, but I knew it wasn't her but rather the way they managed her and the shift. When the yearly evaluation came around I made sure that the higher-ups took a look at my evaluation and compared it closely to the other managers evaluations and continued accordingly. I had the power to speak up for someone unable to speak up for themselves. I was proud to defend her and take on my position equals. It felt great and I'd do it 100 times over.",8.191,636.449,849.657,18,1,23,22,20,20,22,21,22,2,3,2,4,2,2,1,400,1,1,19,23,23,22,23,23,23,1,19,22,21,21,19,21,22,19,22,20,1,7,10,1,2,31,United States,No Preference ,3,,4,3,3,,1,"How social attitudes, political views, economic status, and personal beliefs and views impact and/or influence our choosing in certain circumstances (such as when we have power over a situation or the power to give and take away), and our overall views. ","Probably. I remember a positive event so I think I was likely a bit less cynical than had I recalled a time I did not use my authoritative power for better. Whereas had I recalled a negative time, I would most likely  have been a bit harsh in my responses. I do not think it would have been much different in my case because I seem to be able to keep my emotions separate from most endeavors like this. But I can see how someone might think of a bad time, have to write about it and then afterwards their responses being a bit narrow-mined. I hope that makes sense. ",Thank you for making it interesting and I hope your research goes well.,1,1,,,,,30.257400512695,-89.71900177002,-1,
R_2rYrzFAKp3kC0iV,Live,Anonymous,,,174.100.153.150,0,2016-01-11 14:13:53,2016-01-11 14:24:24,1,33,4.7142857142857,0.48795003647427,26,3.7142857142857,0.75592894601845,11,1.8333333333333,0.40824829046386,7,0.7,0.48304589153965,,United States,OH,0,1,1,1,,1,0,0,60.014,0,,1,I worked as a copywriter for a rental company. I got along well with my boss. He was friendly and considerate. Then all of the sudden he called me one day and laid me off without any notice. Then he ignored my calls and texts about getting my last paycheck. I tried to get in touch with him for months and he ignored me. It made me incredibly angry. I felt betrayed and taken advantage of. It was really hard for me to let it go and move on.,2.008,57.405,92.938,3,1,23,23,22,23,22,23,21,1,2,2,2,2,2,1,363,1,1,20,22,22,22,22,22,22,1,19,20,21,21,21,20,20,19,22,20,1,7,10,1,2,36,USA,Christian,3,,2,5,3,,1,How we perceive emotion through memory and sight and how those emotions affect our own emotions as they are perceived. ,Yes. It caused me to feel more awake because I remembered how angry I was when it happened.,no,1,1,,,,,41.697204589844,-81.197402954102,-1,
R_1LujwY3Nr3oSGY8,Live,Anonymous,,,75.149.198.185,0,2016-01-11 14:16:57,2016-01-11 14:25:10,1,31,4.4285714285714,1.1338934190277,20,2.8571428571429,0.89973541084244,12,2,0.63245553203368,9,0.9,0.31622776601684,,United States,IL,0,1,1,1,,1,29.398,31.099,60.01,3,,1,Last week I was evaluated by my supervisor.  I felt very nervous as I had missed a lot of work due to illness and my car breaking down and my child ending up in the hospital.  I felt like I was speculated as being lazy.  I felt very insecure and had no power or control over how she felt about how I was managing my time ,2.881,19.884,75.439,3,1,22,23,21,21,23,24,21,2,2,1,3,2,2,1,300,1,1,22,21,20,21,22,20,22,1,21,20,21,20,21,20,21,19,22,19,1,3,10,1,2,32,United States,None,3,,5,4,4,,1,How much we give back to others based on our feelings,No,No,1,1,,,,,42.359497070312,-88.273399353027,-1,
R_1BuqD1f0dEYtW5L,Live,Anonymous,,,172.56.13.69,0,2016-01-11 14:08:50,2016-01-11 14:25:20,1,25,3.5714285714286,2.1491969707422,34,4.8571428571429,0.37796447300923,10,1.6666666666667,0.51639777949432,7,0.7,0.48304589153965,,United States,IL,1,1,1,1,1,,0,0,60.006,0,1,,"When I was a sophomore in high school, I was a platoon leader for cadet corps. That meant I taught the classes, I led the physical training, I did uniform inspections, and I decided discipline for them if they were out of line. It made me feel powerful, controlling a group of thirty or so of my peers.",2.719,165.827,169.913,2,1,21,19,20,20,19,21,23,1,1,2,2,2,2,1,502,1,1,19,23,23,20,23,23,23,1,19,20,21,22,21,20,20,19,22,20,1,7,10,1,2,22,USA,Christian-Baptist,3,,6,3,3,,1,"I think it was about how we feel in a position of power, how we think of ourselves,  and our ability to read others",No,No,1,1,,,,,41.850006103516,-87.650001525879,-1,
R_3pgafoPdLcB6TqX,Live,Anonymous,,,172.97.23.108,0,2016-01-11 14:04:26,2016-01-11 14:25:32,1,36,5.1428571428571,2.6095064302515,28,4,1.4142135623731,10,1.6666666666667,0.51639777949432,7,0.7,0.48304589153965,,United States,KY,0,1,1,1,,1,0,0,60.015,0,,1,"When my mother passed away, my brother had power over the situation. And he was in control of how or who her money was to be given out or given too. I felt like a piece of garbage, It was so unfair that he was the one left in control of the situation. He was older than  me so he was allowed to do this to me. And of course he gave all the money to his self. I didn't get any of the money. instead he gave me what items I wanted out of her house. ",7.286,175.918,233.706,6,1,25,23,19,19,19,25,24,1,2,1,2,2,2,1,500,1,1,20,23,23,22,23,20,23,1,19,20,20,20,21,21,21,19,22,20,1,7,10,1,2,57,USA,christian,3,,4,3,1,,1,"I think its about how I think about other people, their nationality, etc. You want to see if I think that I am better than other people. race or religion.",no,I hope the other person gave me alot of their lottery tickets. LOL,1,1,,,,,37.733901977539,-83.083602905273,-1,
R_1FqTINU2q74rL6A,Live,Anonymous,,,76.2.168.4,0,2016-01-11 14:12:06,2016-01-11 14:25:32,1,19,2.7142857142857,0.75592894601845,22,3.1428571428571,0.69006555934235,13,2.1666666666667,0.40824829046386,7,0.7,0.48304589153965,,United States,MO,1,1,1,1,1,,0,0,60.015,0,1,,"My sister had some money she owed me. I went over to her house to get it, and she claimed she didn't have it. I walked in the house, and talked to her about it. After she started getting upset, she finally admitted that she did have it, but couldn't give it to me at that time. I told her if I didn't get back from her, I wouldn't loan her anymore money.",7.886,62.087,97.594,2,1,21,21,23,19,23,21,23,2,2,2,3,2,2,1,303,1,1,21,21,21,22,22,22,21,1,20,22,21,20,21,20,20,19,22,19,1,7,10,1,2,39,USA,Christian,3,,1,3,3,,1,I really don't know. Maybe it was a study about trust?,No,no / ,1,1,,,,,38.984298706055,-93.941703796387,-1,
R_b1TXnBBjdrz5xyF,Live,Anonymous,,,71.31.93.251,0,2016-01-11 14:15:12,2016-01-11 14:26:17,1,41,5.8571428571429,0.37796447300923,31,4.4285714285714,0.53452248382485,8,1.3333333333333,0.51639777949432,8,0.8,0.42163702135578,,United States,OH,1,1,1,1,1,,2.839,2.839,60.005,1,1,,I have had power in few circumstances. One of those times was when I was directing a play I wrote in high school. I had many situations in which I had power over others. I even had to decide the name of the play from 2 options that 2 people presented. I had to tell the one person no to their choice. I told the other person yes to their choice. I had complete power to decide whether I liked their ideas. ,1.742,1.742,116.018,1,1,23,24,20,24,20,24,20,1,2,1,2,1,1,1,750,1,1,20,23,23,20,23,22,22,1,21,20,21,20,21,21,21,19,22,19,1,5,10,1,2,22,United States of America,Non Denominational,3,,6,4,6,,1,"I think the purpose of this study was to look at my thoughts of power and then compare them to how many raffle tickets we choose to give to ""other"". It is looking at human behavior. ",No I do not think it affected my answers. ,No,1,1,,,,,41.455795288086,-81.018402099609,-1,
R_Z4YznAVhc0psdc5,Live,Anonymous,,,75.99.145.162,0,2016-01-11 14:17:53,2016-01-11 14:26:55,1,25,3.5714285714286,1.3972762620115,14,2,0,13,2.1666666666667,0.75277265270908,7,0.7,0.48304589153965,,United States,NJ,1,1,1,1,1,,0,0,60.347,0,1,,"Last month I was holding interviews for two open positions. I was given total liberty in who I chose for each position. One girl came in over dressed, green dress and cheetah heels with way too much perfume. Right off the bat I didn't want to hire her because of her appearance.",4.696,82.617,84.495,4,1,21,21,24,23,23,21,20,1,2,2,3,3,2,1,500,1,1,22,20,20,22,20,20,20,1,19,20,21,21,21,20,20,19,22,22,1,4,10,1,2,28,usa,christian,4,,3,4,7,,1,"Perception of self , financially how well off you are and your character from your point of view","Not really. I think the raffle tickets affected it more. Wondering if I gave a lot or too little, wondering if I would be considered generous and ultimately is ""other"" would be generous in return",nope,1,1,,,,,40.821701049805,-74.157402038574,-1,
R_2Ej9DV6H4P7IXKQ,Live,Anonymous,,,73.26.204.172,0,2016-01-11 14:01:29,2016-01-11 14:26:55,1,46,6.5714285714286,0.53452248382485,30,4.2857142857143,1.1126972805284,12,2,0.63245553203368,8,0.8,0.42163702135578,,United States,NM,0,1,1,1,,1,0,0,60.597,0,,1,"The woman was my supervisor and told me she would write me up because I went to the bathroom before clocking out, even though I had been holding it for the last half hour of my shift. I felt she was being a bitch, and I was very angry.",4.676,4.676,229.244,1,1,24,24,19,24,19,25,19,1,2,2,3,2,2,1,500,1,1,19,23,23,20,23,20,22,1,19,20,21,20,21,19,21,19,22,20,1,9,10,1,1,34,USA,n/a,6,white american,3,1,1,,1,To see how personalities relate to political thought,I think that thinking about the situation of a person having power over me and then describing had an effect on how energetic I was meaning the more upset the more energy I had.,nope,1,1,,,,,35.148300170898,-106.39060211182,-1,
R_3ipYKziJ6kC2D5B,Live,Anonymous,,,204.138.240.254,0,2016-01-11 14:15:55,2016-01-11 14:27:22,1,32,4.5714285714286,1.9023794624227,24,3.4285714285714,0.97590007294853,10,1.6666666666667,0.51639777949432,7,0.7,0.48304589153965,,United States,CA,1,1,1,1,1,,30.872,32.585,60.015,2,1,,I was taking a job interview of a lady who was really in need for a job. She did not possess the required experience for the job but appeared to be a good learner from her talks and recommendation letters. I had the power to decide whether to select her or reject her. I had to reject her because the job required SME skills but i felt really bad understanding her need and situation,1.772,193.016,233.292,2,1,23,21,20,19,20,23,20,1,2,1,2,2,2,1,200,1,1,20,22,22,22,22,22,20,1,19,19,21,21,21,22,21,19,22,19,1,4,10,1,2,30,India,Hindu,2,,5,5,7,,1,Understanding of the other person's perspective before taking a decision,I don't think so,None,1,1,,,,,34.052597045898,-118.11329650879,-1,
R_2BmVlolTkCFSKsY,Live,Anonymous,,,98.190.190.72,0,2016-01-11 14:15:47,2016-01-11 14:28:45,1,20,2.8571428571429,1.2149857925879,21,3,1.4142135623731,12,2,0.89442719099992,8,0.8,0.42163702135578,,United States,FL,0,1,1,1,,1,0,0,60.061,0,,1,I wanted a raise at work and the office manager did not agree that I should get one.  I explained how hard I worked and why I believed that was due to me but she didn't want to give me one.  I felt powerless and taken advantage of.  I always bend over backwards for them but they won't up my compensation for it.,19.925,62.562,176.708,3,1,22,20,25,22,24,22,23,1,2,1,3,2,3,1,255,1,1,22,21,23,23,22,20,22,1,21,20,21,20,21,20,21,19,21,19,1,5,10,1,2,32,United States,Christian,3,,4,3,7,,1,Interpretation of other people,No,No,1,1,,,,,29.759796142578,-82.280899047852,-1,
R_26by4QdkWw0y4Tm,Live,Anonymous,,,67.238.17.128,0,2016-01-11 14:17:24,2016-01-11 14:31:37,1,19,2.7142857142857,1.3801311186847,20,2.8571428571429,0.89973541084244,12,2,1.0954451150103,7,0.7,0.48304589153965,,United States,PA,1,1,1,1,1,,0,0,60.018,0,1,,"Honestly, I can't really think of a time when I had power over someone! I'm a housewife so I am not in work-related situations and I love and adore my husband so I try not to usurp ""power"" over him. I hope this doesn't get me disqualified!",8.545,124.494,192.25,2,1,21,21,25,23,25,21,23,1,2,1,4,2,2,1,500,1,1,22,22,21,22,22,20,21,1,19,19,21,20,21,20,20,19,22,21,1,7,10,1,2,28,USA,Protestant,3,,1,3,4,,1,Something about personality and political views,"Nope! It's effect was that while I am in control of my life, I do not abuse power by any means.","I could go either way with relaxing or working out! Wasn't sure how to answer! A nap would be lovely, but if a friend came along I'd love to work our with her!",1,1,,,,,40.045806884766,-77.480697631836,-1,
R_2vj0h2Rx5IKOb6b,Live,Anonymous,,,74.126.64.66,0,2016-01-11 14:19:59,2016-01-11 14:31:58,1,23,3.2857142857143,1.253566341056,27,3.8571428571429,0.69006555934235,12,2,0.63245553203368,8,0.8,0.42163702135578,,United States,OH,0,1,1,1,,1,0,0,60.008,0,,1,In a previous job I had one of the managers took me aside for a review. They had the ability to decide if I was doing good at my job and if I was deserving of a raise at this time. They had a straight face and I couldn't tell what they were thinking. Good or bad? I was young and nervous to talk back. Afraid to ask questions and just accepted what they told me.,3.046,3.046,162.894,1,1,23,22,23,19,23,21,22,1,2,2,3,2,2,1,550,1,1,19,22,21,21,22,22,22,1,19,22,21,20,21,20,20,19,22,19,1,8,10,1,2,32,United States,Christian,3,,5,2,2,,1,What people think at first glance without getting to know the situation.,Not really.,No,1,1,,,,,38.889205932617,-82.844703674316,-1,
R_2gwjAhVaXTn78Wd,Live,Anonymous,,,173.65.151.72,0,2016-01-11 14:23:50,2016-01-11 14:32:21,1,30,4.2857142857143,0.48795003647427,24,3.4285714285714,0.97590007294853,16,2.6666666666667,0.51639777949432,9,0.9,0.31622776601684,,United States,FL,0,1,1,1,,1,0,0,60.042,0,,1,I was working at the mall. I had a boss who had power over how I did my job which was to make sure all the stock was on the shelves. He was very particular about how he wanted things to be put on the shelves. He was very annoying and it was frustrating that he had such power over me. ,1.352,1.352,67.659,1,1,22,22,22,22,22,23,21,2,3,2,3,3,3,1,0,1,1,22,22,22,22,22,22,22,1,19,20,19,20,21,20,21,19,22,19,1,4,5,1,1,31,US,Atheist,3,,4,4,5,,1,How we view other people. Interaction between people.,"Maybe, I was feeling somewhat annoyed thinking about that situation",No. ,1,1,,,,,28.089797973633,-82.575996398926,-1,
R_1Nrn7nMZxWqQqeN,Live,Anonymous,,,73.7.38.181,0,2016-01-11 14:14:27,2016-01-11 14:32:24,1,26,3.7142857142857,1.253566341056,33,4.7142857142857,0.48795003647427,12,2,0.63245553203368,4,0.4,0.51639777949432,,United States,GA,0,1,1,1,,1,0,0,60.006,0,,1,"When I was on an extended field training exercise for ROTC during one of the periods we were being yelled at by several cadre. Not only this but I was also in charge of the current flight so all of the pressure was coming down on my head. It did not feel good at all, with people from above and below having the expectation that you will preform is sometimes daunting.",3.935,219.541,220.242,8,1,22,22,23,24,22,21,24,2,2,1,3,2,2,1,201,1,1,19,22,23,20,23,23,23,1,20,20,19,22,20,20,19,19,22,20,1,6,10,1,1,21,United States of America,Christian,1,,2,3,1,,1,This survey could be about peoples opinion regarding the current classicism in society or how much some one is willing to give when given an abundance.,No I do not think it had an effect on any of my answers in the study.,No further questions.,1,1,,,,,33.987594604492,-84.646598815918,-1,
R_3CUyXtJFCsjNUOD,Live,Anonymous,,,97.106.244.164,0,2016-01-11 14:06:50,2016-01-11 14:32:33,1,40,5.7142857142857,1.253566341056,26,3.7142857142857,0.75592894601845,17,2.8333333333333,0.75277265270908,8,0.8,0.42163702135578,,United States,FL,1,1,1,1,1,,0,0,60.047,0,1,,I was baby sitting my little cousins and they had to finish their homework before they could play computer games.,2.207,109.211,112.329,4,1,25,25,21,25,21,22,21,2,4,2,3,3,3,1,2,1,1,20,21,22,21,22,21,23,1,22,19,21,20,21,20,21,19,22,19,1,10,10,1,1,26,United States ,None ,1,,1,2,1,,1,Studying the socialization of different people from different walks in society as well trust between these groups.,"Yes, it gives insight into my personal character.",No.,1,1,,,,,28.483795166016,-82.513000488281,-1,
R_RK6v6VWOHoNakqR,Live,Anonymous,,,71.175.81.61,0,2016-01-11 14:22:06,2016-01-11 14:32:58,1,15,2.1428571428571,2.2677868380554,33,4.7142857142857,0.75592894601845,20,3.3333333333333,0.51639777949432,9,0.9,0.31622776601684,,United States,PA,0,1,1,1,,1,41.791,41.791,60.04,1,,1,I was in prison. I had absolutely no power over anything. As long as I followed their rules I would be able to go home. I had the choice to not follow the rules but who doesn't want to go home? I was completely powerless. If they said sleep I slept if they said go eat I ate. I could have decided to disobey but the price I would have had to pay would have been too high.,63.782,63.782,178.265,1,1,19,21,25,25,25,19,25,3,4,3,4,3,3,1,500,1,1,19,23,23,21,23,23,23,1,19,20,21,20,21,20,22,19,22,19,1,3,10,1,2,26,United States,Spiritual,3,,1,3,2,,1,I honestly have no Idea. Maybe about generosity?,"No effect, I think everything was pretty unrelated to me talking about that.",No,1,1,,,,,40.214004516602,-75.072998046875,-1,
R_vwOnhY11nl02Sop,Live,Anonymous,,,107.107.56.139,0,2016-01-11 14:04:01,2016-01-11 14:35:21,1,33,4.7142857142857,2.4299715851758,21,3,1,13,2.1666666666667,0.40824829046386,7,0.7,0.48304589153965,,United States,NY,0,1,1,1,,1,0,0,60.035,0,,1,I was about 14 and a minister in our neighborhood said that I had stolen the pool balls out of the recreation room. He accused me in front of some people my age who I didn't know. I was embarrassed​ by the accusation and I told him he was wrong. The ministers face started off mad than got madder each time I told him I didn't do it. ,5.833,183.894,185.93,4,1,21,21,19,19,19,23,19,2,2,2,3,2,2,1,506,1,1,21,22,20,20,22,20,20,1,19,21,21,20,21,21,22,19,22,19,1,4,10,1,1,65,U.S.A.,none,3,,2,3,4,,1,I think the purpose of this survey was to determine how specific individuals that have specific political backgrounds respond to different stimuli. Just a guess.,"No, it didn't affect my answers. I was not thinking of the purpose of the survey while doing it. Only when requested to write the essay did I think of why the survey may have been done.",No,1,1,,,,,40.849899291992,-73.876899719238,-1,
R_uw9SW0P5GXq6ujL,Live,Anonymous,,,76.115.70.28,0,2016-01-11 14:15:09,2016-01-11 14:35:27,1,17,2.4285714285714,1.1338934190277,24,3.4285714285714,0.97590007294853,12,2,0.89442719099992,7,0.7,0.48304589153965,,United States,WA,1,1,1,1,1,,0,0,60.01,0,1,,my niece was staying over at my house and she wanted me to take her for dessert. it was a difficult decision. her little face wanted ice cream so bad but i knew she was supposed to be on a strict no dairy diet. i also didn't have very much money tone able to pay for it. I felt a little bad that we couldn't get ice cream but i knew it would be the best overall decision.,21.25,21.25,363.872,1,1,21,19,23,19,22,20,23,1,3,1,3,2,2,1,311,1,1,22,22,22,22,22,22,22,1,19,20,21,22,21,20,20,19,22,20,1,6,10,1,2,25,united states,christian,3,,4,2,5,,1,how well we can read other people and how willing we are to give of ourselves,no,no,1,1,,,,,45.671295166016,-122.66040039062,-1,
R_3CK6ksPhw4qLb1s,Live,Anonymous,,,72.201.19.48,0,2016-01-11 14:22:01,2016-01-11 14:36:45,1,38,5.4285714285714,1.3972762620115,20,2.8571428571429,0.89973541084244,14,2.3333333333333,0.51639777949432,9,0.9,0.31622776601684,,United States,AZ,1,1,1,1,1,,4.893,34.264,60.004,4,1,,"I had taken a student's cell phone away in class. They came to me after class was over, asking to have it back. She was very upset because she had had it taken away 2 times before, and if I took it to the office she would get an after school detention. She was very upset, nearly in tears. I was uncomfortable. ",3.965,91.87,93.53,2,1,22,24,20,21,19,24,20,2,3,2,3,2,2,1,0,1,1,21,21,22,22,22,20,20,1,19,20,21,20,21,20,21,22,22,19,1,5,10,1,2,29,USA,None,3,,6,4,5,,1,Determine interpersonal relationship,no,nope,1,1,,,,,33.564498901367,-112.00869750977,-1,
R_UzQirIC2vyc7vs5,Live,Anonymous,,,50.182.175.110,0,2016-01-11 14:23:52,2016-01-11 14:37:24,1,36,5.1428571428571,1.2149857925879,25,3.5714285714286,1.1338934190277,11,1.8333333333333,0.75277265270908,9,0.9,0.31622776601684,,United States,NJ,1,1,1,1,1,,58.764,58.764,60.003,1,1,,"When I was babysitting I had power of the children I was watching over. One particular incident I had to yell at a child to do their homework and they were throwing a tantrum. Even though I had a stern look on my face, I felt extremely guilty because I could tell the child was so upset. I made sure the child completed their homework and he quickly forgot about the incident.",2.425,2.425,152.496,1,1,23,21,20,24,22,24,20,1,2,1,3,2,2,1,300,1,1,20,22,22,23,22,22,22,1,21,20,21,20,21,20,21,19,22,19,1,5,10,1,1,21,United States,Atheist,3,,7,3,1,,1,"I believe the purpose of this study is to determine how trusting people are of each other. For example, with the raffle tickets, if I trust that the stranger will give me tickets back I should be willing to give more tickets to them.",I do not think it affected my answers.,I thought it was very interesting.,1,1,,,,,40.429306030273,-74.420303344727,-1,
R_8izr9mA4hctEfMB,Live,Anonymous,,,99.170.109.223,0,2016-01-11 14:13:01,2016-01-11 14:38:01,1,19,2.7142857142857,0.95118973121134,34,4.8571428571429,0.37796447300923,14,2.3333333333333,1.0327955589886,8,0.8,0.42163702135578,,United States,MI,0,1,1,1,,1,0,0,60.024,0,,1,"A previous boss of mine that had control over me. I worked 9-5 and I was on call 24/7. I was exhausted. I was only being paid for my 9-5 hours and not for the endless calls and staffing I had to provide 24/7. I approached my boss and asked for a raise or to be compensated for some of the hours I was working on my own time. My boss instantly became angry and began pounding her fists on my desk and screaming in my face. I felt confessed, hurt and angry because of her reaction. I felt as if I was working so hard and only asking for what I deserved. I felt attacked in such an unprofessional way. I felt as if she had control over me because I needed my job and had to pay my bills. After several minutes of her screaming and pounding her fists on my desk, I couldn't take anymore. I gathered personal belongings and I stood up with tears in my eyes and she asked me ""are you leaving?"". I responded in a calm voice "" Yes, yes I am leaving. You cannot treat me like this anymore. I have spent the past two years running your company and I do not deserve to be verbally attacked anymore."" I walked out the door and left. Still feeling very upset and shaken.",5.702,609.529,611.098,2,1,20,21,23,19,23,21,22,1,3,2,4,2,2,1,126,1,1,19,23,23,19,23,22,23,1,19,20,21,20,21,20,19,22,22,19,1,8,10,1,2,31,United States,Christian,3,,6,3,3,,1,"How people feel when they are not in control, their emotions and feelings.","No, I do not believe so.",No,1,1,,,,,42.425506591797,-83.253303527832,-1,
R_3HHXcWGy6XKzFiO,Live,Anonymous,,,24.27.63.191,0,2016-01-11 14:25:46,2016-01-11 14:39:09,1,39,5.5714285714286,0.97590007294853,24,3.4285714285714,0.97590007294853,15,2.5,0.83666002653408,6,0.6,0.51639777949432,,United States,TX,0,1,1,1,,1,0,0,60.01,0,,1,"I had my annual evaluation at work and prior to meeting with my supervisor, I was instructed to complete a self evaluation, rating how well my performance was. I did and when I sat down to meet with my supervisor, she discussed my performance and praised me for being such a great employee. Although I felt like I was in the position to get a high rating score and therefore receive a raise (promotion), I did not. I didn't understand how she would increase my rating if she believed that I have been doing such a great job. I felt defeated and cheated because here is this woman who is ""in charge of me and had the power over the amount of salary."" It was demeaning and honestly felt a slave for a corporation who acknowledged my hard work but yet did not want to award me as such. It didn't make me feel good at all. ",4.186,65.13,257.197,6,1,23,23,19,22,20,24,20,2,3,2,4,2,2,1,0,1,1,22,22,22,20,22,20,22,1,21,19,21,20,21,22,21,19,22,22,1,7,10,1,2,27,USA,None,1,,5,5,5,,1,The purpose of the study was to rate people's emotions caused by certain circumstances ,"No, I don't believe at all. ",Great study! I look forward to more.,1,1,,,,,30.517395019531,-97.630401611328,-1,
